,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,CentralAir,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,HeatingQC,KitchenQual,FireplaceQu,GarageQual,GarageCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Functional,GarageFinish,Fence,YearBuilt,YearRemodAdd,GarageYrBlt,MoSold,YrSold,LowQualFinSF,MiscVal,PoolQC,PoolArea,MSSubClass,MSZoning,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,Foundation,SaleType,SaleCondition,LotShape,IsRegularLotShape,LandContour,IsLandLevel,LandSlope,IsLandSlopeGentle,Electrical,IsElectricalSBrkr,GarageType,IsGarageDetached,PavedDrive,IsPavedDrive,MiscFeature,HasShed,Remodeled,RecentRemodel,VeryNewHouse,Has2ndFloor,HasMasVnr,HasWoodDeck,HasOpenPorch,HasEnclosedPorch,Has3SsnPorch,HasScreenPorch,HighSeason,NewerDwelling,Neighborhood_Good,SaleCondition_PriceDown,BoughtOffPlan,BadHeating,TotalArea,TotalArea1st2nd,Age,TimeSinceSold,SeasonSold,YearsSinceRemodel,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,NeighborhoodBin
10,4.2626798770413155,9.32375833901174,0.0,906,0.0,4.90527477843843,1040,6.947937068614969,0.0,6.947937068614969,384,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0,3,0.6931471805599453,5,0,1,1.0,5,5,1.3862943611198906,1.3862943611198906,3,3,5,3,0,3,3,0.6931471805599453,3,0.6931471805599453,8,1,0.0,1965,1965,1965.0,2,2008,0.0,0.0,0.0,0.0,0,3,4,19,1.0986122886681098,0.0,2,1.3862943611198906,6,6,2,1,8,4,0.0,1,0.6931471805599453,1,0.0,1,0.6931471805599453,1,6,0.6931471805599453,0.0,1,0.0,0.0,0,0.0,0.0,1,1,1,1,1,1,1,0,1,0.0,0.0,0.0,0.0,9.66871413573975,6.947937068614969,45,2,0,43,2,1.0986122886681098,0.0,1,1,0,4,1,2,1,0.6931471805599453,0.6931471805599453,1,0.6931471805599453,1,1
11,4.454347296253507,9.386392315756542,5.659482215759621,998,0.0,5.181783550292085,1175,7.075808863978387,7.04141166379481,7.751475318021456,736,4.997212273764115,3.091042453358316,0.0,0.0,0.0,1,0.0,3,0,4,0.6931471805599453,11,2,3,1.0,9,5,1.791759469228055,1.3862943611198906,5,3,5,5,4,3,3,0.6931471805599453,6,0.6931471805599453,8,3,0.0,2005,2006,2005.0,7,2006,0.0,0.0,0.0,0.0,5,3,4,16,1.0986122886681098,0.0,5,1.3862943611198906,14,15,3,2,6,5,0.6931471805599453,0,0.6931471805599453,1,0.0,1,0.6931471805599453,1,4,0.0,0.0,1,0.0,0.0,1,0.6931471805599453,0.0,0,0,0,0,1,1,1,1,1,0.6931471805599453,0.0,0.6931471805599453,0.0,9.913338868586502,7.751475318021456,5,4,2,0,3,1.0986122886681098,0.0,1,1,2,4,2,2,2,0.6931471805599453,0.6931471805599453,2,0.6931471805599453,2,4
12,4.276666119016055,9.470317173335742,0.0,737,0.0,5.170483995038151,912,6.816735880594968,0.0,6.816735880594968,352,4.948759890378168,0.0,0.0,0.0,5.176149732573829,1,0.0,1,0,2,0.6931471805599453,4,0,1,1.0,5,6,1.3862943611198906,1.3862943611198906,3,3,3,3,0,3,3,0.6931471805599453,5,0.6931471805599453,8,1,0.0,1962,1962,1962.0,9,2008,0.0,0.0,0.0,0.0,0,3,4,19,1.0986122886681098,0.0,2,1.3862943611198906,6,10,2,1,8,4,1.0986122886681098,0,0.6931471805599453,1,0.0,1,0.6931471805599453,1,6,0.6931471805599453,0.0,1,0.0,0.0,0,0.0,0.0,1,1,0,1,1,1,0,0,1,0.0,0.0,0.0,0.0,9.761693546918242,6.816735880594968,48,2,3,46,2,1.0986122886681098,0.0,1,1,0,4,1,1,2,0.6931471805599453,0.6931471805599453,1,0.6931471805599453,1,1
13,4.5217885770490405,9.273596821611198,5.726847747587197,0,0.0,7.3098814858247865,1494,7.3098814858247865,0.0,7.3098814858247865,840,5.081404364984463,3.5263605246161616,0.0,0.0,0.0,0,0.0,2,0,3,0.6931471805599453,7,1,3,1.0,7,5,1.6094379124341003,1.3862943611198906,4,3,5,4,4,3,3,1.3862943611198906,1,0.6931471805599453,8,2,0.0,2006,2007,2006.0,8,2007,0.0,0.0,0.0,0.0,0,3,4,5,1.0986122886681098,0.0,2,0.6931471805599453,12,13,3,2,6,5,0.6931471805599453,0,0.6931471805599453,1,0.0,1,0.6931471805599453,1,2,0.0,0.0,1,0.0,0.0,1,0.6931471805599453,0.0,1,0,0,0,1,1,1,0,1,0.0,0.0,0.6931471805599453,0.0,9.801399454452342,7.3098814858247865,4,3,2,0,3,1.0986122886681098,0.0,1,1,2,4,2,2,1,0.6931471805599453,0.6931471805599453,2,0.6931471805599453,2,2
14,4.30406509320417,9.298442820197728,5.3612921657094255,733,0.0,6.255750041753367,1253,7.134093721192866,0.0,7.134093721192866,352,0.0,5.365976015021851,5.176149732573829,0.0,0.0,1,0.0,1,1,2,0.6931471805599453,5,1,1,1.0,6,5,1.3862943611198906,1.3862943611198906,3,3,3,3,2,3,3,0.6931471805599453,4,0.6931471805599453,8,2,1.0986122886681098,1960,1960,1960.0,5,2008,0.0,0.0,0.0,0.0,0,3,0,12,1.0986122886681098,0.0,2,1.3862943611198906,8,8,1,1,8,4,0.6931471805599453,0,0.6931471805599453,1,0.0,1,0.6931471805599453,1,2,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1,0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,9.738553945343401,7.134093721192866,50,2,1,48,2,1.0986122886681098,0.0,1,1,1,4,1,1,2,0.6931471805599453,0.6931471805599453,1,0.6931471805599453,1,2
15,3.9512437185814275,8.71948076085107,0.0,0,0.0,6.725033642166843,832,6.75110146893676,0.0,6.75110146893676,576,3.8918202981106265,4.727387818712341,0.0,0.0,0.0,0,0.0,1,0,2,0.6931471805599453,5,0,2,1.0,7,8,1.3862943611198906,1.3862943611198906,3,3,5,3,0,3,3,0.6931471805599453,1,0.6931471805599453,8,1,1.6094379124341003,1929,2001,1991.0,7,2007,0.0,0.0,0.0,0.0,3,4,0,3,1.0986122886681098,0.0,1,0.6931471805599453,13,14,2,0,8,4,0.0,1,0.6931471805599453,1,0.0,1,1.0986122886681098,0,6,0.6931471805599453,0.0,1,0.0,0.0,1,0.0,0.0,1,1,0,0,1,1,1,1,0,0.0,0.0,0.0,0.0,9.237955539009157,6.75110146893676,81,3,2,6,3,1.3862943611198906,0.0,1,1,0,4,1,2,1,0.6931471805599453,0.6931471805599453,1,0.6931471805599453,1,1
16,4.30406509320417,9.32741204356202,5.198497031265826,578,0.0,6.056784013228625,1004,6.912742820493176,0.0,6.912742820493176,480,0.0,0.0,0.0,0.0,0.0,1,0.0,1,0,2,0.6931471805599453,5,1,2,1.0,6,7,1.3862943611198906,1.3862943611198906,3,3,5,3,3,3,3,0.6931471805599453,5,0.6931471805599453,8,3,0.0,1970,1970,1970.0,3,2010,0.0,6.55250788703459,0.0,0.0,0,3,1,12,1.0986122886681098,0.0,2,0.6931471805599453,13,14,1,1,8,4,0.6931471805599453,0,0.6931471805599453,1,0.0,1,0.6931471805599453,1,2,0.0,0.0,1,1.6094379124341003,0.6931471805599453,0,0.0,0.0,1,0,1,1,1,1,1,0,1,0.0,0.0,0.0,0.0,9.679781342959442,6.912742820493176,40,0,1,40,2,1.3862943611198906,0.0,1,1,1,4,1,2,2,0.6931471805599453,0.6931471805599453,1,0.6931471805599453,1,2
17,4.290459441148391,9.286560397887591,0.0,0,0.0,0.0,0,7.167809184316444,0.0,7.167809184316444,516,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,2,1.0986122886681098,6,0,2,1.0,4,5,1.3862943611198906,1.3862943611198906,0,0,3,3,0,3,3,0.0,0,0.0,8,1,0.0,1967,1967,1967.0,10,2006,0.0,6.2166061010848646,0.0,0.0,10,3,4,19,1.0986122886681098,1.0986122886681098,2,0.6931471805599453,8,8,2,3,8,4,0.0,1,0.6931471805599453,1,0.0,1,0.6931471805599453,1,5,0.0,0.0,1,1.6094379124341003,0.6931471805599453,0,0.0,0.0,1,1,1,1,1,1,1,0,0,0.0,0.0,0.0,0.0,9.544810605926722,7.167809184316444,43,4,3,39,2,1.0986122886681098,0.0,1,1,0,4,1,1,0,0.0,0.0,0,0.6931471805599453,1,1
18,4.204692619390966,9.524859098381523,0.0,646,0.0,6.150602768446279,1114,7.016609683894219,0.0,7.016609683894219,576,0.0,4.634728988229636,0.0,0.0,0.0,1,0.0,1,1,3,0.6931471805599453,6,0,2,1.0,5,5,1.3862943611198906,1.3862943611198906,3,3,5,4,0,3,3,0.6931471805599453,6,0.6931471805599453,8,1,0.0,2004,2004,2004.0,6,2008,0.0,0.0,0.0,0.0,0,3,4,20,1.791759469228055,0.0,2,0.6931471805599453,12,13,2,2,8,4,0.0,1,0.6931471805599453,1,0.0,1,0.6931471805599453,1,6,0.6931471805599453,0.0,1,0.0,0.0,0,0.0,0.0,1,1,1,0,1,1,1,1,1,0.0,0.0,0.0,0.0,9.846705538437144,7.016609683894219,6,2,2,4,2,1.0986122886681098,0.0,1,1,0,4,2,2,2,0.6931471805599453,0.6931471805599453,1,0.6931471805599453,1,2
19,4.2626798770413155,8.93075873555827,0.0,504,0.0,6.26530121273771,1029,7.200424892944957,0.0,7.200424892944957,294,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,3,0.6931471805599453,6,0,1,1.0,5,6,1.3862943611198906,1.3862943611198906,3,3,3,3,0,3,3,0.6931471805599453,2,0.6931471805599453,7,1,1.3862943611198906,1958,1965,1958.0,5,2009,0.0,0.0,0.0,0.0,0,3,4,12,1.0986122886681098,0.0,2,1.3862943611198906,3,10,2,1,0,0,0.0,1,0.6931471805599453,1,0.0,1,0.6931471805599453,1,2,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,1,1,1,1,1,1,1,1,0.0,0.6931471805599453,0.0,0.0,9.446281681520253,7.200424892944957,52,1,1,44,2,1.0986122886681098,0.0,1,1,0,3,1,1,1,0.6931471805599453,0.6931471805599453,1,0.6931471805599453,1,2
20,4.624972813284271,9.562123369834488,5.942799375126701,0,0.0,7.055312843339752,1158,7.055312843339752,7.105786129481271,7.773594467360194,853,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0,0.0,3,1,4,0.6931471805599453,9,1,3,1.0,8,5,1.6094379124341003,1.3862943611198906,5,3,5,4,4,3,3,1.3862943611198906,1,0.6931471805599453,8,2,0.0,2005,2006,2005.0,11,2006,0.0,0.0,0.0,0.0,5,3,0,16,1.0986122886681098,0.0,5,0.6931471805599453,12,13,1,2,6,5,0.6931471805599453,0,0.6931471805599453,1,0.0,1,0.6931471805599453,1,4,0.0,0.0,1,0.0,0.0,1,0.6931471805599453,0.0,0,0,0,0,1,1,1,0,1,0.6931471805599453,0.0,0.6931471805599453,0.0,10.043771097983184,7.773594467360194,5,4,3,0,3,1.0986122886681098,0.0,1,1,2,4,2,2,1,0.6931471805599453,0.6931471805599453,2,0.6931471805599453,2,4
21,4.060443010546419,8.915969311373605,0.0,0,0.0,6.45833828334479,637,7.011213987350367,0.0,7.011213987350367,280,0.0,0.0,5.327876168789581,0.0,0.0,0,0.0,1,0,3,0.6931471805599453,6,1,1,1.0,7,7,1.3862943611198906,1.3862943611198906,3,3,5,4,4,3,3,0.6931471805599453,1,0.6931471805599453,8,1,1.6094379124341003,1930,1950,1930.0,6,2007,0.0,0.0,0.0,0.0,3,4,4,9,1.0986122886681098,0.0,1,0.6931471805599453,13,14,2,2,8,4,0.0,1,1.0986122886681098,0,0.0,1,1.3862943611198906,0,2,0.0,1.0986122886681098,0,0.0,0.0,1,0.0,0.0,1,1,1,1,0,1,1,1,0,0.0,0.0,0.0,0.0,9.348535870727583,7.011213987350367,80,3,2,57,3,1.3862943611198906,0.0,1,1,2,4,2,2,1,0.6931471805599453,0.6931471805599453,1,0.6931471805599453,1,1
22,4.330733340286331,9.184304357425342,5.641907070938114,0,0.0,7.48324441607385,1777,7.493317248862145,0.0,7.493317248862145,534,5.147494476813453,5.075173815233827,0.0,0.0,0.0,0,0.0,2,0,3,0.6931471805599453,7,1,2,1.0,8,5,1.6094379124341003,1.3862943611198906,4,3,5,4,4,3,3,0.6931471805599453,1,0.6931471805599453,8,2,0.0,2002,2002,2002.0,9,2008,0.0,0.0,0.0,0.0,0,3,4,5,1.0986122886681098,0.0,2,1.3862943611198906,12,13,1,2,8,4,0.0,1,0.6931471805599453,1,0.0,1,0.6931471805599453,1,2,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1,0,0,0,1,1,1,0,1,0.0,0.0,0.0,0.0,9.804053882820643,7.493317248862145,8,2,3,6,3,1.0986122886681098,0.0,1,1,2,4,2,2,1,0.6931471805599453,0.6931471805599453,2,0.6931471805599453,2,2
23,3.8066624897703196,8.348774539791274,0.0,840,0.0,5.303304908059076,1040,6.966967138613983,0.0,6.966967138613983,572,4.61512051684126,4.709530201312334,0.0,0.0,0.0,1,0.0,1,0,3,0.6931471805599453,6,1,2,1.0,5,7,1.3862943611198906,1.3862943611198906,4,3,3,3,3,3,3,0.6931471805599453,6,0.6931471805599453,8,1,0.0,1976,1976,1976.0,6,2007,0.0,0.0,0.0,0.0,11,4,4,10,1.0986122886681098,1.6094379124341003,2,0.6931471805599453,5,5,2,2,8,4,0.0,1,0.6931471805599453,1,0.0,1,0.6931471805599453,1,2,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1,1,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,9.132486932771318,6.966967138613983,34,3,2,31,2,1.3862943611198906,0.0,1,1,1,4,1,1,2,0.6931471805599453,0.6931471805599453,2,0.6931471805599453,1,0
24,4.276666119016055,9.017604776833355,0.0,188,6.505784060128229,5.3230099791384085,1060,6.966967138613983,0.0,6.966967138613983,270,6.008813185442595,4.51085950651685,0.0,0.0,0.0,1,0.0,1,0,3,0.6931471805599453,6,1,1,1.0,5,8,1.3862943611198906,1.6094379124341003,3,3,5,4,3,3,3,1.0986122886681098,3,1.791759469228055,8,1,1.3862943611198906,1968,2001,1968.0,5,2010,0.0,0.0,0.0,0.0,0,3,4,19,1.0986122886681098,0.0,2,0.6931471805599453,9,10,2,1,8,4,0.6931471805599453,0,0.6931471805599453,1,0.0,1,0.6931471805599453,1,2,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,1,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,9.49732219931357,6.966967138613983,42,0,1,9,2,1.3862943611198906,0.0,1,1,1,4,2,2,1,1.0986122886681098,0.6931471805599453,1,1.0986122886681098,1,1
25,4.709530201312334,9.56317796268366,6.46302945692067,0,0.0,7.356918242356021,1566,7.3783837129967145,0.0,7.3783837129967145,890,0.0,4.04305126783455,0.0,0.0,0.0,0,0.0,2,0,3,0.6931471805599453,7,1,3,1.0,8,5,1.6094379124341003,1.3862943611198906,4,3,5,4,4,3,3,0.6931471805599453,1,0.6931471805599453,8,2,0.0,2007,2007,2007.0,7,2009,0.0,0.0,0.0,0.0,0,3,0,16,1.0986122886681098,0.0,2,0.6931471805599453,12,13,3,2,8,4,0.0,1,0.6931471805599453,1,0.0,1,0.6931471805599453,1,2,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1,0,1,0,1,1,1,1,1,0.6931471805599453,0.0,0.0,0.0,10.010501700190611,7.3783837129967145,3,1,2,2,3,1.0986122886681098,0.0,1,1,2,4,2,2,1,0.6931471805599453,0.6931471805599453,2,0.6931471805599453,2,4
